SubscriptionId,ProductOrderId
151310350850245131775885846142311908066,0
46962452195010742832309270405091854339,0
184770925882393449866031152645874140713,0
241557151958532021472815462342257753652,0
248571696068901863519964206278319058533,0
210640343230381867187213826970210136660,0
253336969639652189236520480693309939636,0
12539786712858068266320402239308248759,65006855283684633083504619698102135430
227912044685131729262461577859473654520,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
330689792074421471458718049399318675097,198621728682671243411108599138713170572
325293529386632861624749525209116549467,0
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
339733709980904547731375170235398156737,0
227912044685131729262461577859473654520,0
76499025526518480227083244332737369417,45130448722077726170754417961225269685
233438770464561083321349930346675060131,106664269719183184769349758440842455687
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,105179523493719278371470588502154836379
233438770464561083321349930346675060131,67539329362841951449680288242498084329
67818648114451529530979737912913780455,265738181434998059145941338623011346063
233438770464561083321349930346675060131,106664269719183184769349758440842455687
140250259542871186568714328827345285782,0
233438770464561083321349930346675060131,67539329362841951449680288242498084329
248571696068901863519964206278319058533,146689434197507501789895225612142171552
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,84954778383328408439611203839032917995
233438770464561083321349930346675060131,0
46962452195010742832309270405091854339,0
267434221256500784694331214290065905941,0
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
213402697942036225853213567823462565423,0
96421439444197890842812795236622316885,0
225519022350720937413853068456478641517,0
75467030971939569602849504935399436891,0
320455641173042190048229991247311944523,104699368547484335202699852944248439537
225519022350720937413853068456478641517,0
202316351902645576578632090522733916827,0
276609992603283253771715469544831954894,0
297406255350442584576668342753759051367,0
233438770464561083321349930346675060131,0
210408831126424401338671837460993473316,0
239731871289703182986743043650280981145,0
233438770464561083321349930346675060131,0
175693120986102284464893782540458467737,0
233438770464561083321349930346675060131,0
171935463099531906188767750782722786014,0
172418618063752447708148877528199668071,299855829533638434076669969747991597441
225519022350720937413853068456478641517,16033672443791786177691609082234136091
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,0
227912044685131729262461577859473654520,0
90650542460673685925508951138249207882,0
248571696068901863519964206278319058533,109676032041256756543633277656386930831
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,146689434197507501789895225612142171552
82443855248469677971121241504626498104,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
297406255350442584576668342753759051367,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,101595601105130950578767403667388417932
253336969639652189236520480693309939636,0
91186294732328340124690744562364472335,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
70056376496909703989962224240396154297,0
225519022350720937413853068456478641517,0
233438770464561083321349930346675060131,65816719383863941549735802372441288693
248571696068901863519964206278319058533,101595601105130950578767403667388417932
253336969639652189236520480693309939636,0
276609992603283253771715469544831954894,0
248571696068901863519964206278319058533,275824971819340032650424401430395170056
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
211747557416471510755903623694125354385,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,275824971819340032650424401430395170056
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
172418618063752447708148877528199668071,337820973778307023631463962175203040030
224884337270484762126671112237438218273,0
67818648114451529530979737912913780455,0
196059888327753397636466553314927688974,0
46962452195010742832309270405091854339,0
172575168372725860991834729419263528468,0
238867111839104830603191913587563012014,0
45870674246075675687663525155667684109,0
110139760086538303254733605427770902867,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,69945187115961652352839155312299405991
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
74190135534120908947413461013128268698,0
248571696068901863519964206278319058533,24910488068373766679607358903065806205
241557151958532021472815462342257753652,0
253336969639652189236520480693309939636,0
210408831126424401338671837460993473316,0
195011899234980265000894736334971566642,0
204898167810226560828516472267795090024,0
248571696068901863519964206278319058533,246961997227882906349315025259334469512
233438770464561083321349930346675060131,119536057733485096265743525393000948355
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,65816719383863941549735802372441288693
253336969639652189236520480693309939636,304184447732799201551127972529810603993
248571696068901863519964206278319058533,275824971819340032650424401430395170056
248571696068901863519964206278319058533,0
46962452195010742832309270405091854339,0
210408831126424401338671837460993473316,0
248571696068901863519964206278319058533,0
227912044685131729262461577859473654520,0
248571696068901863519964206278319058533,275824971819340032650424401430395170056
207315034343808238270214073089564638946,0
180517263337280951551381517211390358043,0
253336969639652189236520480693309939636,0
144142928778725084494906055723528646217,0
248571696068901863519964206278319058533,5955640622076927070833780499370772181
117425538554503354802476958751170633573,0
46962452195010742832309270405091854339,0
253336969639652189236520480693309939636,287876270591942693444548681375240110748
233438770464561083321349930346675060131,0
319860358152334988190168454836217546539,0
259473764428349697121272707330015774721,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
297406255350442584576668342753759051367,0
233982453421325451521855814723558824779,0
253336969639652189236520480693309939636,0
196059888327753397636466553314927688974,0
204103940079391226718573161234255364229,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
288842537316103519110191780317524204517,0
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,5955640622076927070833780499370772181
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
92608264019799526395925608288832225581,0
233438770464561083321349930346675060131,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,140641590759522740573538344796689985838
253336969639652189236520480693309939636,0
225519022350720937413853068456478641517,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
140250259542871186568714328827345285782,0
248571696068901863519964206278319058533,146689434197507501789895225612142171552
46962452195010742832309270405091854339,307613297752101558301445420323188491778
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
136910243858494998070291778728938528865,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,327761543365314088846711624224274453309
253336969639652189236520480693309939636,300118785740669970345859311185913567655
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,162577884343127279655227822974750514395
114697404005949382046296012684540648281,174324767409293244356901593976509127200
233438770464561083321349930346675060131,0
210871502265751246657674622581152725598,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,146689434197507501789895225612142171552
227912044685131729262461577859473654520,0
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,304184447732799201551127972529810603993
246255043558013679914608340788951724571,0
161525480244398231722878803045089453666,0
233438770464561083321349930346675060131,0
172418618063752447708148877528199668071,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
229823973778071683001530500787097976788,0
234646571693017698283339826668457993347,0
248571696068901863519964206278319058533,172321066499568695806136929565314517091
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,300118785740669970345859311185913567655
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
330689792074421471458718049399318675097,0
331953932475578345872534905302574717162,0
233438770464561083321349930346675060131,0
275957405065931591729037350954871850741,0
29918110447283691307193229236713812244,0
233438770464561083321349930346675060131,0
213402697942036225853213567823462565423,0
263838027227961159050207890557272481236,0
239544465356432381543791286431500906784,0
229823973778071683001530500787097976788,0
167376910930722120732111182909250993441,0
276609992603283253771715469544831954894,0
275369878395364447638814185362517844549,0
170051541349346861776555850707838052294,0
117425538554503354802476958751170633573,0
248571696068901863519964206278319058533,0
119430854948870203830290968391782070510,0
237765367716028464175196626381041835081,0
253336969639652189236520480693309939636,0
30503429060896597900859597010009889803,0
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,0
41957664122076350792027116489186957668,0
206773132340975423233261325815917458383,0
211273433319174835213439420028197558804,0
74553114802210034503934395623336050652,259253213078247375207536443958715913367
248571696068901863519964206278319058533,55310516824898716458502271310929682847
210640343230381867187213826970210136660,0
239544465356432381543791286431500906784,0
253336969639652189236520480693309939636,3986879234385908375172733361499709061
248571696068901863519964206278319058533,0
253336969639652189236520480693309939636,0
172418618063752447708148877528199668071,0
172418618063752447708148877528199668071,0
252739483972019548744453912712262107673,0
117425538554503354802476958751170633573,0
248571696068901863519964206278319058533,275824971819340032650424401430395170056
233438770464561083321349930346675060131,106664269719183184769349758440842455687
46962452195010742832309270405091854339,35498612336331687335402755840266778664
46962452195010742832309270405091854339,0
300495231992000693892615195275507260743,0
112824781298796959783706728274301549511,0
225519022350720937413853068456478641517,0
237590683558486314511542405713126764187,0
248571696068901863519964206278319058533,0
252739483972019548744453912712262107673,0
205168214301650670158146186919614667399,238310293774814814478860370427731222401
210871502265751246657674622581152725598,20489109543660606522408774126983662957
253336969639652189236520480693309939636,332372400823456592589478459405730757608
297406255350442584576668342753759051367,0
233438770464561083321349930346675060131,0
308573049107988320352480290120139598946,0
56635280149570803309698074473569895032,0
224884337270484762126671112237438218273,0
46962452195010742832309270405091854339,307807716224580800584609035571168976121
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,67539329362841951449680288242498084329
248571696068901863519964206278319058533,0
46962452195010742832309270405091854339,16107526728981651866929713799288589549
94629114512845645168552551538811447014,252834786180880211415183271650103368609
204103940079391226718573161234255364229,0
274109767881773036222515713744458493994,0
253336969639652189236520480693309939636,271376979435338009995090199928397311254
315385609854571033771723574153311309569,0
238713063372682598639232546165725654706,0
172418618063752447708148877528199668071,235271186569367792946435184602329910717
233438770464561083321349930346675060131,67539329362841951449680288242498084329
233438770464561083321349930346675060131,0
292265431622410209313105733822839198922,0
114697404005949382046296012684540648281,55283816216611017256599091203052349918
172418618063752447708148877528199668071,0
248571696068901863519964206278319058533,0
213402697942036225853213567823462565423,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
295156063389009642393146240710487069087,0
233438770464561083321349930346675060131,0
253336969639652189236520480693309939636,49029536732133441854750134730129495878
176911020424362382380618307505618908808,0
210408831126424401338671837460993473316,153718523236812393039469970377501460256
238713063372682598639232546165725654706,0
104833230720392655094353968764331476812,142924257664016942743215417765565176409
248571696068901863519964206278319058533,146689434197507501789895225612142171552
233438770464561083321349930346675060131,0
117425538554503354802476958751170633573,0
211880799796258177069135364991061359487,0
248571696068901863519964206278319058533,0
224884337270484762126671112237438218273,0
288842537316103519110191780317524204517,0
193936743095169286677648612743703921544,0
233438770464561083321349930346675060131,0
12539786712858068266320402239308248759,0
233438770464561083321349930346675060131,65816719383863941549735802372441288693
233438770464561083321349930346675060131,0
229823973778071683001530500787097976788,0
248571696068901863519964206278319058533,0
178775144929756479566245905610699048098,0
253336969639652189236520480693309939636,0
46962452195010742832309270405091854339,16107526728981651866929713799288589549
248571696068901863519964206278319058533,0
211273433319174835213439420028197558804,0
104020888205907149815820179048603984815,0
193061978398512866827404441049176484491,0
253336969639652189236520480693309939636,0
286891358685750247445796250330389749969,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,5955640622076927070833780499370772181
253336969639652189236520480693309939636,0
176911020424362382380618307505618908808,0
246255043558013679914608340788951724571,54510936419520720089287789581558680894
188619347987223605417354119145549745047,0
233438770464561083321349930346675060131,0
312121143849461529473828015278490182409,0
117425538554503354802476958751170633573,0
320710018109284179601969654971419137265,0
190764429715678943551326871568664695954,0
12539786712858068266320402239308248759,193951889877257542086834213342427545285
172418618063752447708148877528199668071,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
190764429715678943551326871568664695954,93188016917253052860083842508340643707
46962452195010742832309270405091854339,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
232080429567745213474186911478382697880,0
248571696068901863519964206278319058533,0
185322003131817928779137912295873709046,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,62480782956999091462922930591762424756
253336969639652189236520480693309939636,271376979435338009995090199928397311254
297406255350442584576668342753759051367,0
248571696068901863519964206278319058533,246961997227882906349315025259334469512
18563913058877290137880974761840795302,233258496545339559905960948279260835605
223538357371633348726611762828888944655,0
248571696068901863519964206278319058533,246961997227882906349315025259334469512
248571696068901863519964206278319058533,140641590759522740573538344796689985838
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,275824971819340032650424401430395170056
233438770464561083321349930346675060131,0
306161699444957974652128333897150210528,0
151359591461018485257305540242331280536,0
148925697815364450022292200737840973127,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
172418618063752447708148877528199668071,0
248571696068901863519964206278319058533,181255462862578578200370586231865199878
233438770464561083321349930346675060131,67539329362841951449680288242498084329
248571696068901863519964206278319058533,0
46962452195010742832309270405091854339,0
253336969639652189236520480693309939636,87636029662705778450662821708771610443
172418618063752447708148877528199668071,0
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
117425538554503354802476958751170633573,0
46962452195010742832309270405091854339,0
248571696068901863519964206278319058533,0
117425538554503354802476958751170633573,0
202316351902645576578632090522733916827,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
140250259542871186568714328827345285782,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
204103940079391226718573161234255364229,0
74170579886296843247105394571688227919,0
253336969639652189236520480693309939636,0
237590683558486314511542405713126764187,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
201006226166112441385069452750808303154,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,162577884343127279655227822974750514395
251311591530038188841973348714454214927,0
323851121701187393532680775697715055833,0
233438770464561083321349930346675060131,0
251311591530038188841973348714454214927,0
248571696068901863519964206278319058533,0
211880799796258177069135364991061359487,0
214664849270714906042802680241063629830,0
253336969639652189236520480693309939636,0
12539786712858068266320402239308248759,77628655422210830822779006944960248589
248571696068901863519964206278319058533,154461432610564908199809964636282012266
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
253336969639652189236520480693309939636,0
238713063372682598639232546165725654706,0
253336969639652189236520480693309939636,0
109236900180005995853442369001533372060,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
300495231992000693892615195275507260743,0
74553114802210034503934395623336050652,0
160233662152518708090345295735909212553,180174132183645740217297688880739277451
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
259473764428349697121272707330015774721,0
233438770464561083321349930346675060131,0
269412082116904009769516428717153770450,0
81864614185896639816283624970061955249,0
248571696068901863519964206278319058533,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
155313322480577821205702754163843531180,0
253336969639652189236520480693309939636,0
12539786712858068266320402239308248759,14498051811926985913190183034264542808
320050096548871639260259395255123986845,0
336805446856559685736740439173709615254,0
216346117237758608320435201431176549488,0
125058351304187190821399152310021391517,0
331953932475578345872534905302574717162,0
248571696068901863519964206278319058533,336348323882232563887522683920324099034
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
302056429577728940124125970883475957076,0
248571696068901863519964206278319058533,185535086170727638083225162662676850482
211273433319174835213439420028197558804,0
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,65816719383863941549735802372441288693
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
238713063372682598639232546165725654706,0
321200259562665647038483010893551781888,0
248571696068901863519964206278319058533,0
46962452195010742832309270405091854339,256177785670230256533569005892513532598
281487707283811164111099185275354180088,0
233438770464561083321349930346675060131,67539329362841951449680288242498084329
210408831126424401338671837460993473316,0
248571696068901863519964206278319058533,146689434197507501789895225612142171552
210871502265751246657674622581152725598,0
253336969639652189236520480693309939636,91571449064232591396522025195376149235
248571696068901863519964206278319058533,0
201006226166112441385069452750808303154,0
330334927455818944000359955541045051513,0
233438770464561083321349930346675060131,0
104833230720392655094353968764331476812,0
297319098488031986826435425954531495302,0
337018269816694907610629683413963144340,0
253336969639652189236520480693309939636,0
172418618063752447708148877528199668071,0
104020888205907149815820179048603984815,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
202316351902645576578632090522733916827,0
242733513841791918897626499500398423070,0
18563913058877290137880974761840795302,0
276609992603283253771715469544831954894,0
94629114512845645168552551538811447014,0
246255043558013679914608340788951724571,0
248571696068901863519964206278319058533,0
296303027208135878142317302479858261801,7871710821753395256665048705714790984
252739483972019548744453912712262107673,74475296083529778136478629151865087209
248571696068901863519964206278319058533,11370988977362300878690140934125534957
211880799796258177069135364991061359487,0
320710018109284179601969654971419137265,0
273243722536398050100752489400839803518,0
302056429577728940124125970883475957076,0
320710018109284179601969654971419137265,0
233982453421325451521855814723558824779,0
176891428915714764751364656854812317095,0
296476780095164280576983375019081996856,0
137573791640972525615973561050829779825,46935609788532568172295343823408033327
233438770464561083321349930346675060131,0
29918110447283691307193229236713812244,0
288842537316103519110191780317524204517,0
94671813837294285605472094133603440805,0
241557151958532021472815462342257753652,0
12539786712858068266320402239308248759,80657919460502584454481099088099451454
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
317646386024961654599117019116942095538,0
261223022138190184809213344856993291595,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,327761543365314088846711624224274453309
262173861482351634896712102842162274273,0
248571696068901863519964206278319058533,0
74190135534120908947413461013128268698,0
241557151958532021472815462342257753652,0
253336969639652189236520480693309939636,0
239544465356432381543791286431500906784,196992708498959453779463115607341722629
229823973778071683001530500787097976788,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
83204042687198663297671048153514853797,333261668289774120552284724458156024337
248571696068901863519964206278319058533,0
300495231992000693892615195275507260743,0
191770663752337540831164545633649780302,0
188619347987223605417354119145549745047,0
248571696068901863519964206278319058533,0
172418618063752447708148877528199668071,0
74190135534120908947413461013128268698,0
248571696068901863519964206278319058533,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,300118785740669970345859311185913567655
333563381769023474472678299485646723232,0
263838027227961159050207890557272481236,0
158834768933047996106742042426156477788,332746193767074682320110007609055732576
12539786712858068266320402239308248759,77628655422210830822779006944960248589
67818648114451529530979737912913780455,0
253336969639652189236520480693309939636,0
233982453421325451521855814723558824779,0
190764429715678943551326871568664695954,164248744273718725190663158448046238709
241557151958532021472815462342257753652,0
227912044685131729262461577859473654520,0
160969730943730791526309014010421058266,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
221342609667555506671763063205648166004,0
311569497209855711576277139037013310882,0
248571696068901863519964206278319058533,146689434197507501789895225612142171552
227912044685131729262461577859473654520,0
196059888327753397636466553314927688974,0
257396921539485567980250604315034545661,0
270316731254509434594381850666472589094,0
320710018109284179601969654971419137265,0
253336969639652189236520480693309939636,5955640622076927070833780499370772181
233438770464561083321349930346675060131,0
286891358685750247445796250330389749969,277651856749921184578383259697347434680
239544465356432381543791286431500906784,0
253336969639652189236520480693309939636,0
248571696068901863519964206278319058533,0
296476780095164280576983375019081996856,0
233438770464561083321349930346675060131,0
46583328635498053943707037532690183044,180355450534305733822853516251274443245
275957405065931591729037350954871850741,0
3852044586017237002272911454010381954,0
294434246422937170697221786855588852801,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
193936743095169286677648612743703921544,0
254858003728236230595390098532554729610,0
253336969639652189236520480693309939636,5955640622076927070833780499370772181
253336969639652189236520480693309939636,5955640622076927070833780499370772181
196059888327753397636466553314927688974,0
120963827384412809202692604618105529478,0
56666851839542307099671654192518107529,183202030971673048663369217700581075919
262173861482351634896712102842162274273,0
140250259542871186568714328827345285782,0
334028579248760502874294520867266245857,0
18563913058877290137880974761840795302,0
24436219747577179356293983423960869123,61476007322634576138638804900084969973
210408831126424401338671837460993473316,0
269939355514642252514709416961136701521,0
202316351902645576578632090522733916827,0
158834768933047996106742042426156477788,0
172418618063752447708148877528199668071,0
262173861482351634896712102842162274273,0
233438770464561083321349930346675060131,0
178775144929756479566245905610699048098,206497620732703257723484159507093908798
119430854948870203830290968391782070510,0
74190135534120908947413461013128268698,0
46962452195010742832309270405091854339,0
333563381769023474472678299485646723232,0
308573049107988320352480290120139598946,0
297406255350442584576668342753759051367,0
301728908530620663498563192266199660235,0
207315034343808238270214073089564638946,0
284591399898198270978807606527866010065,0
241651999496400218915920631726358036637,0
232922481683738623294728107669711172971,0
220182775818820936228965769380675820304,0
233438770464561083321349930346675060131,0
259473764428349697121272707330015774721,0
248571696068901863519964206278319058533,246961997227882906349315025259334469512
188619347987223605417354119145549745047,0
248571696068901863519964206278319058533,0
233982453421325451521855814723558824779,0
46962452195010742832309270405091854339,0
172418618063752447708148877528199668071,0
260911916584056474042354161864154335724,0
18563913058877290137880974761840795302,0
262173861482351634896712102842162274273,0
253336969639652189236520480693309939636,0
172976366436299589695505416315227939914,314132981403767515450359077019117917726
198857879404684774405050252989726508424,0
233438770464561083321349930346675060131,0
253336969639652189236520480693309939636,96089452288810584549949148898147207488
46962452195010742832309270405091854339,0
193061978398512866827404441049176484491,0
134227756505824156531988353221593587633,0
189582953910996236720512152625498376943,0
158834768933047996106742042426156477788,0
253336969639652189236520480693309939636,0
178775144929756479566245905610699048098,0
117425538554503354802476958751170633573,0
253336969639652189236520480693309939636,0
253336969639652189236520480693309939636,144625188317940866858120810184759440483
233438770464561083321349930346675060131,0
204103940079391226718573161234255364229,0
290332683678919767326172515904486306491,0
238734281277361018458879467176918343074,0
3852044586017237002272911454010381954,0
236636555349159593479143381807683208560,0
262599104315387075574741717472695969903,0
265902865362659644345619775993402740,0
68952282166723201148379887718742913955,0
233438770464561083321349930346675060131,0
248571696068901863519964206278319058533,0
214664849270714906042802680241063629830,0
210871502265751246657674622581152725598,0
261223022138190184809213344856993291595,0
267252920174614828833726878023783591696,0
252739483972019548744453912712262107673,0
13039439517869285590356503005823630793,0
300495231992000693892615195275507260743,0
194212593554132227490907541904619057746,0
114642575468343762969444159836295614634,0
248571696068901863519964206278319058533,140641590759522740573538344796689985838
211880799796258177069135364991061359487,0
253336969639652189236520480693309939636,0
134227756505824156531988353221593587633,0
335303751028423551534845921255243635789,0
213916396140815970252792389532371707105,0
197878343294435301840724767618119415483,0
24436219747577179356293983423960869123,0
233438770464561083321349930346675060131,0
144836116246308887888154075918985603140,0
114642575468343762969444159836295614634,0
302370824663486989199527918874893911569,0
297406255350442584576668342753759051367,0
46962452195010742832309270405091854339,0
8832013718852672570028465455295547542,244032161667877402462769997272123248415
74465412883932338403151373159995293731,0
231760749534040323306870030412110304262,0
253336969639652189236520480693309939636,0
233438770464561083321349930346675060131,0
211218189252666827370354902547172009787,37983106329803065428835809427549323002
135814534167453514187724554932460603746,291528966339367861708702858088787787790
137216091860221211451332928731616764453,0
301728908530620663498563192266199660235,0
237590683558486314511542405713126764187,0
308573049107988320352480290120139598946,0
239544465356432381543791286431500906784,196992708498959453779463115607341722629
101395865747673679740496099713590156620,0
248571696068901863519964206278319058533,0
288842537316103519110191780317524204517,0
239544465356432381543791286431500906784,0
288127760523665022539745271091568415967,0
246255043558013679914608340788951724571,0
296910396905176301061804124017291108613,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
110139760086538303254733605427770902867,0
1008946822668413704301233466036858814,0
264620205922166841472208901737230305348,124152782480469173606705715677334711949
41746954195159605569118111707090030706,0
248571696068901863519964206278319058533,140641590759522740573538344796689985838
160233662152518708090345295735909212553,0
233438770464561083321349930346675060131,67539329362841951449680288242498084329
172418618063752447708148877528199668071,284438273813738847256777563215038395972
233438770464561083321349930346675060131,0
233438770464561083321349930346675060131,0
117425538554503354802476958751170633573,0
330334927455818944000359955541045051513,0
248571696068901863519964206278319058533,331897617930344727396721871926258345694
231760749534040323306870030412110304262,0
37061780984531939797343777357280325486,0
253336969639652189236520480693309939636,91571449064232591396522025195376149235
67818648114451529530979737912913780455,0
193061978398512866827404441049176484491,0
236636555349159593479143381807683208560,0
248571696068901863519964206278319058533,258541666096943760914668085059351974226
234609675116729654386414152845306532459,0
233438770464561083321349930346675060131,106664269719183184769349758440842455687
312563667965659384370366015188920692780,0
172418618063752447708148877528199668071,248476489343205163337563991838471299849
90650542460673685925508951138249207882,0
280598889597002917142863229666261204996,0
335769996301379920608314294736683455887,0
229823973778071683001530500787097976788,0
276609992603283253771715469544831954894,0
252739483972019548744453912712262107673,0
171935463099531906188767750782722786014,0
290332683678919767326172515904486306491,0
145482308178304539332837670289110482533,0
120963827384412809202692604618105529478,0
85472639116890438654341449309694063129,0
139305481709996267949641924686601246802,0
271284001497247071212010402674907904568,0
170768274261485837267835722205250489321,0
118910761532348801710842184676574697387,0
56745226171938621553088467425264515205,0
296303027208135878142317302479858261801,0
110142627035428375450500961501901032846,0
233438770464561083321349930346675060131,0
252739483972019548744453912712262107673,332882566312757074890808188812376018101
253336969639652189236520480693309939636,0
210871502265751246657674622581152725598,0
56635280149570803309698074473569895032,0
221342609667555506671763063205648166004,0
213402697942036225853213567823462565423,0
